PDB	CHAIN	Uniprot_ID	LENGTH	RESOLUTION	PDB_BEG	PDB_END
5o8k	B	O60673	21	1.8	1875	1895
5pf3	A	Q9UIF8	113	1.83	1858	1970
5oc4	A	Q9NX74	96	1.71	347	442
5mpz	A	Q92793	110	1.4	1084	1193
5oco	A	P01116	168	1.66	1	168
5oco	B	P01116	169	1.66	1	169
5oco	C	P01116	168	1.66	1	168
5oco	D	P01116	168	1.66	1	168
5oco	E	P01116	169	1.66	1	169
5oco	F	P01116	168	1.66	1	168
5nh1	A	P57764	199	2.04	282	480
5nib	C	Q15596	10	1.82	688	697
5ods	E	Q9Y6A5	18	3.09	550	567
5ods	F	Q9Y6A5	18	3.09	550	567
5ods	G	Q9Y6A5	18	3.09	550	567
5ods	H	Q9Y6A5	18	3.09	550	567
5pkw	A	Q6B0I6	331	1.35	11	341
5mer	A	P04439	275	1.88	1	275
5mer	B	P61769	99	1.88	1	99
5mer	C	O14746	9	1.88	1	9
5mer	D	P04439	275	1.88	1	275
5mer	E	P61769	99	1.88	1	99
5mer	F	O14746	9	1.88	1	9
5plr	A	Q6B0I6	331	1.53	11	341
5plh	A	Q6B0I6	331	1.46	11	341
5ply	A	Q6B0I6	331	1.38	11	341
5pmd	A	Q6B0I6	331	1.63	11	341
5pmg	A	Q6B0I6	331	1.51	11	341
5plv	A	Q6B0I6	331	1.14	11	341
5pmh	A	Q6B0I6	331	1.52	11	341
5pml	A	Q6B0I6	331	1.58	11	341
5pmo	A	Q6B0I6	331	1.53	11	341
5pmi	A	Q6B0I6	331	1.71	11	341
5pmp	A	Q6B0I6	331	1.55	11	341
5pmq	A	Q6B0I6	331	1.46	11	341
5pny	A	O95696	122	1.479	23	144
5pny	B	O95696	123	1.479	23	145
5pn2	A	Q6B0I6	331	1.41	11	341
5pmz	A	Q6B0I6	331	1.15	11	341
5pnj	A	Q6B0I6	331	1.4	11	341
5po0	A	O95696	122	1.458	23	144
5po0	B	O95696	122	1.458	23	144
5pn7	A	Q6B0I6	331	1.25	11	341
5po2	A	O95696	122	1.67	23	144
5po2	B	O95696	122	1.67	23	144
5pog	A	O95696	117	1.77	23	139
5pog	B	O95696	122	1.77	23	144
5po3	A	O95696	122	1.699	23	144
5po3	B	O95696	122	1.699	23	144
5poh	A	O95696	120	1.61	23	142
5poh	B	O95696	121	1.61	23	143
5poo	A	O95696	122	1.499	23	144
5poo	B	O95696	122	1.499	23	144
5po5	A	O95696	122	1.439	23	144
5po5	B	O95696	122	1.439	23	144
5poq	A	O95696	120	1.97	23	142
5poq	B	O95696	122	1.97	23	144
5pol	A	O95696	122	1.62	23	144
5pol	B	O95696	122	1.62	23	144
5pph	A	O95696	120	1.89	23	142
5pph	B	O95696	122	1.89	23	144
5pp0	A	O95696	121	1.61	23	143
5pp0	B	O95696	122	1.61	23	144
5pox	A	O95696	120	1.75	23	142
5pox	B	O95696	122	1.75	23	144
5pqb	A	O95696	120	1.58	23	142
5pqb	B	O95696	122	1.58	23	144
5pou	A	O95696	122	1.43	23	144
5pou	B	O95696	122	1.43	23	144
5ppq	A	O95696	120	1.7	23	142
5ppq	B	O95696	122	1.7	23	144
5ppn	A	O95696	120	1.8	23	142
5ppn	B	O95696	122	1.8	23	144
5pqc	A	O95696	120	1.45	23	142
5pqc	B	O95696	122	1.45	23	144
5oqv	A	P05067	42	4	1	42
5oqv	B	P05067	42	4	1	42
5oqv	C	P05067	42	4	1	42
5oqv	D	P05067	42	4	1	42
5oqv	E	P05067	42	4	1	42
5oqv	F	P05067	42	4	1	42
5oqv	G	P05067	42	4	1	42
5oqv	H	P05067	42	4	1	42
5oqv	I	P05067	42	4	1	42
5nnd	A	O60885	122	1.82	44	165
5nnd	B	O60885	122	1.82	44	165
5n4u	A	P11309	272	2.202	34	305
5n62	A	P02766	116	1.8	10	125
5n62	B	P02766	116	1.8	10	125
5kpn	A	P09874	349	2.3	662	723	725	1011
5kpn	B	P09874	348	2.3	662	723	725	747	749	1011
5kpp	A	P09874	349	2.33	662	723	725	1011
5kpp	B	P09874	349	2.33	662	723	725	1011
5ptn	A	O95696	120	1.47	23	142
5ptn	B	O95696	122	1.47	23	144
5pug	A	O95696	120	2	23	142
5pug	B	O95696	122	2	23	144
5ptu	A	O95696	120	1.69	23	142
5ptu	B	O95696	122	1.69	23	144
5pum	A	O95696	120	2.15	23	142
5pum	B	O95696	122	2.15	23	144
5pv1	A	O95696	120	1.73	23	142
5pv1	B	O95696	122	1.73	23	144
5pw7	A	O95696	120	1.85	23	142
5pw7	B	O95696	122	1.85	23	144
5pvc	A	O95696	120	1.56	23	142
5pvc	B	O95696	122	1.56	23	144
5l30	H	P08709	243	1.73	16	170	170	257
5l30	L	P08709	56	1.73	89	144
5l1z	B	O60563	255	5.9	7	261
5l1z	C	Q9UHB7	34	5.9	34	67
5l36	A	P48023	138	3.1	143	153	155	281
5l4q	A	Q2M2I8	293	1.97	33	262	273	335
5l4q	B	Q2M2I8	287	1.97	33	114	119	262	273	333
5ml9	A	P08637	172	2.35	3	174
5mmv	A	P29466	166	2.15	128	145	149	296
5mmv	B	P29466	87	2.15	318	404
5mk3	A	Q9H3S7	361	2	1	361
5mk3	B	Q9H3S7	361	2	1	361
5mk3	C	Q9H3S7	361	2	1	361
5mk3	D	Q9H3S7	361	2	1	361
5lb5	A	O94762	430	2	11	251	260	319	324	452
5lb5	B	O94762	433	2	11	252	258	319	324	452
5lb5	C	O94762	426	2	11	252	259	291	298	318	324	453
5lb5	D	O94762	434	2	11	251	259	320	323	453
5o3d	A	P25440	110	1.6	345	454
5o3a	A	P25440	108	2.4	347	454
5m72	B	Q9UHB9	21	1.6	587	607
5m7f	A	P08397	317	2.78	20	57	75	353
5m7f	B	P08397	316	2.78	20	56	75	353
5m73	C	Q9UHB9	195	3.4	60	254
5m73	G	Q9UHB9	193	3.4	60	252
5l5a	K	P28062	131	2.4	7	56	58	138
5l5a	Y	P28062	131	2.4	7	56	58	138
5m9o	A	Q7KZF4	216	1.45	681	896
5m9o	B	Q01094	4	1.45	111	114
5mae	A	P07711	217	1	1	175	179	220
5nuv	A	Q676U5	301	1.55	307	607
5m8o	A	P17643	446	2.5	25	470
5m8o	B	P17643	446	2.5	25	470
5m8o	C	P17643	446	2.5	25	470
5m8o	D	P17643	446	2.5	25	470
5m8t	A	P17643	446	2.35	25	470
5m8t	B	P17643	446	2.35	25	470
5m8t	C	P17643	446	2.35	25	470
5m8t	D	P17643	446	2.35	25	470
5nbu	A	P01009	370	1.67	22	105	108	393
5lyg	A	O00481	187	1.6	327	513
5mxa	A	P29460	301	2.501	23	247	249	280	285	328
5lxn	A	Q9Y6A5	81	2.08	758	838
5lxn	B	Q9Y6A5	80	2.08	759	838
5lxn	C	Q9Y6A5	81	2.08	758	838
5lxn	D	Q9Y6A5	80	2.08	759	838
5lxn	E	Q9Y6A5	81	2.08	758	838
5lxn	F	Q9Y6A5	76	2.08	760	835
5lxn	G	Q9Y6A5	80	2.08	758	837
5lxn	H	Q9Y6A5	80	2.08	759	838
5lzx	jj	Q9Y450	425	3.67	260	684
5mzp	A	P29274	294	2.1	2	208	219	305
5n0d	A	P00918	260	1.7	1	260
5kwg	C	P04626	561	4.3	1	102	108	302	306	363	367	566	570	575
5kxa	A	Q13822	751	2.59	57	67	74	458	470	566	592	640	652	860
5lf9	A	Q9BRQ3	282	1.45	1	162	171	290
5lgt	A	O60341	666	3	171	836
5lhb	A	Q86W56	508	2.23	450	524	529	945	948	963
5lsg	A	P37231	256	2	207	263	276	474
5lsg	B	P37231	260	2	207	268	276	473
5owq	A	O94804	255	2.7	30	68	72	100	105	175	196	207	214	317
5owq	B	O94804	254	2.7	32	68	72	100	105	175	196	209	215	317
5oyf	A	P68400	327	1.54	3	329
5lrx	A	P21580	348	2.85	4	180	186	317	320	358
5lrx	C	P21580	346	2.85	4	180	185	315	322	359
5lrx	E	P21580	338	2.85	4	150	163	180	187	359
5lrx	F	P21580	329	2.85	4	149	165	180	186	218	223	356
5mrg	A	Q13148	102	None	13	114
5ms5	A	Q9GZQ8	114	1.53	4	117
5ms5	B	Q9GZQ8	115	1.53	4	118
5l8n	A	P51161	125	2.12	3	127
5l8n	B	P51161	126	2.12	2	127
5l8n	C	P51161	125	2.12	3	127
5om1	A	P29274	294	2.1	2	208	219	305
5tfj	A	P13569	215	1.85	390	404	437	636
5om5	A	P01011	338	1.595	22	244	246	360
5om5	B	P01011	34	1.595	367	400
5om7	A	P01011	338	1.727	23	360
5om7	B	P01011	33	1.727	367	399
5tgj	A	Q9Y5X3	141	2.6	30	170
5tgj	C	Q9Y5X3	141	2.6	30	170
5vlk	A	Q8NBP7	355	2.2	61	152	176	212	221	446
5okn	A	O15357	434	2.65	421	673	682	733	746	830	832	875
5okn	B	O15357	431	2.65	420	535	538	586	588	674	683	732	746	874
5okn	C	O15357	421	2.65	422	533	539	673	684	731	747	809	812	845	847	875
5okn	D	O15357	433	2.65	420	674	683	731	745	845	847	874
5okn	E	O15357	427	2.65	420	533	539	673	682	731	745	845	848	874
5okn	F	O15357	427	2.65	420	533	539	674	682	731	746	845	848	874
5okn	G	O15357	402	2.65	421	534	536	585	589	673	682	730	748	759	766	776	779	783	786	788	791	827	833	843	848	872
5okn	H	O15357	430	2.65	421	534	539	676	683	731	746	874
5tqf	H	P08709	243	1.85	16	170	170	257
5tqf	L	P08709	55	1.85	90	144
5tq3	A	O60674	284	2.69	843	1010	1013	1067	1072	1132
5tq3	B	O60674	287	2.69	843	1067	1071	1132
5pyh	A	P23497	47	1.74	718	764
5pyh	B	P23497	47	1.74	718	764
5pyo	A	P23497	47	1.67	718	764
5pyo	B	P23497	47	1.67	718	764
5tr2	A	P36871	560	2.5	1	507	510	562
5tr2	B	P36871	552	2.5	2	213	217	265	268	505	510	562
5u0f	A	P00918	259	1.21	3	261
5tzz	A	O00408	339	1.6	579	917
5tzz	B	O00408	338	1.6	579	916
5tzz	C	O00408	327	1.6	590	916
5tzz	D	O00408	332	1.6	582	585	590	917
5tzx	A	O00408	339	1.9	579	917
5tzx	B	O00408	337	1.9	579	915
5tzx	C	O00408	327	1.9	590	916
5tzx	D	O00408	328	1.9	590	917
5u00	A	O00408	338	1.41	579	916
5u00	B	O00408	338	1.41	579	916
5u00	C	O00408	338	1.41	579	916
5u00	D	O00408	336	1.41	581	916
5rkx	A	Q8WWQ0	119	1.24	1316	1434
5rkh	A	Q8WWQ0	119	1.252	1316	1434
5rjo	A	Q8WWQ0	119	1.22	1316	1434
5rz1	A	Q9Y2J2	284	1.62	107	390
5rz9	A	Q9Y2J2	284	1.79	107	390
5rz2	A	Q9Y2J2	284	1.77	107	390
5rzd	A	Q9Y2J2	284	1.81	107	390
5rzu	A	Q9Y2J2	284	1.66	107	390
5s00	A	Q9Y2J2	284	1.77	107	390
5rzi	A	Q9Y2J2	284	2.09	107	390
5ub5	B	P46531	40	2.089	452	491
5ubm	A	P09871	233	2.5	438	517	523	598	609	685
5ubm	B	P09871	147	2.5	288	329	332	436
5ubt	A	O00329	911	2.83	17	173	185	226	241	287	316	400	414	496	504	516	521	768	772	839	855	919	927	1029
5ubt	B	P27986	163	2.83	437	599
5uat	A	P32322	263	1.92	1	6	11	33	41	274
5uat	B	P32322	273	1.92	1	273
5uat	C	P32322	273	1.92	1	273
5uat	D	P32322	273	1.92	1	273
5uat	E	P32322	274	1.92	1	274
5uo7	A	P29475	414	2.06	302	344	352	722
5uo7	B	P29475	411	2.06	303	344	354	722
5up3	A	Q99683	258	2.95	670	714	720	829	838	940
5up3	B	Q99683	243	2.95	671	714	721	829	841	852	857	882	888	939
5ux6	A	Q9H488	355	2.09	28	76	79	384
5ux6	B	Q9H488	353	2.09	28	74	78	383
5uo8	A	P29474	404	2.18	68	109	119	480
5uo8	B	P29474	402	2.18	67	106	119	480
5uo8	C	P29474	401	2.18	68	106	119	480
5uo8	D	P29474	402	2.18	67	106	119	480
5sz6	A	P00918	258	1.15	4	261
5szb	A	Q92784	115	1.2	254	368
5syt	A	O75844	438	2	10	265	275	292	311	474
5uz7	A	P63092	185	4.1	9	47	207	250	264	292	309	321	331	365	370	394
5uz7	B	P62873	339	4.1	2	340
5tvb	A	P12270	140	2.75	3	142
5tvb	B	P12270	140	2.75	3	142
5ttr	A	P02766	116	2.7	10	125
5ttr	B	P02766	116	2.7	10	125
5ttr	C	P02766	116	2.7	10	125
5ttr	D	P02766	116	2.7	10	125
5ttr	E	P02766	116	2.7	10	125
5ttr	F	P02766	116	2.7	10	125
5ttr	G	P02766	116	2.7	10	125
5ttr	H	P02766	116	2.7	10	125
5tvr	A	O75164	348	2.093	6	353
5tvr	B	O75164	346	2.093	7	352
5vpc	A	P53539	55	2.498	163	217
5vpc	C	P53539	57	2.498	162	218
5vq8	A	P01116	155	2.3	1	32	38	58	67	168
5vq8	B	P01116	155	2.3	1	32	38	58	67	168
5q9q	A	Q6PJP8	341	1.5	700	1040
5q9r	A	Q6PJP8	341	1.72	700	1040
5vq2	A	P01116	155	1.96	1	33	37	58	69	168
5vq2	B	P01116	155	1.96	1	33	37	58	69	168
5q9t	A	Q6PJP8	341	1.37	700	1040
5q9v	A	Q6PJP8	341	1.43	700	1040
5q9u	A	Q6PJP8	341	1.49	700	1040
5qbx	A	P25774	218	2.1	0	217
5qbx	B	P25774	218	2.1	0	217
5qc7	A	P25774	218	1.9	0	217
5qc7	B	P25774	218	1.9	0	217
5qch	A	P25774	218	2.2	0	217
5qch	B	P25774	218	2.2	0	217
5qch	C	P25774	218	2.2	0	217
5qch	D	P25774	217	2.2	1	217
5vgd	A	P10321	273	2.32	2	274
5vgd	B	P61769	99	2.32	1	99
5s79	A	Q04771	284	1.5	202	325	328	362	375	499
5s79	B	Q04771	288	1.5	208	324	328	498
5s7j	A	Q04771	286	1.31	201	325	328	362	374	499
5s7j	B	Q04771	291	1.31	206	324	328	499
5s7d	A	Q04771	284	1.31	202	325	328	362	375	499
5s7d	B	Q04771	295	1.31	205	499
5s7m	A	Q04771	285	1.32	202	272	276	361	372	499
5s7m	B	Q04771	290	1.32	208	325	328	499
5s8k	A	Q8WWQ0	119	1.24	1316	1434
5s7n	A	Q04771	286	1.3	201	361	375	499
5s7n	B	Q04771	290	1.3	207	324	328	499
5s84	A	Q04771	284	1.35	201	325	328	361	375	499
5s84	B	Q04771	291	1.35	206	324	328	499
5s90	A	Q8WWQ0	119	1.1	1316	1434
5s8v	A	Q8WWQ0	119	1.18	1316	1434
5s8u	A	Q8WWQ0	119	1.33	1316	1434
5s98	A	Q8WWQ0	119	1.1	1316	1434
5vb5	A	Q15596	13	2.226	511	523
5vbo	A	O60885	123	1.3	44	166
5val	A	P15056	254	2.26	446	596	616	627	630	720
5val	B	P15056	254	2.26	448	597	615	627	631	721
5van	A	Q86Z14	861	2.202	53	62	74	118	126	537	575	968
5vai	A	P63092	234	4.1	9	59	205	255	263	394
5vcm	A	Q10469	351	1.599	86	108	113	295	297	379	386	447
5vcm	B	Q10469	358	1.599	78	294	297	399	406	414	417	445
5vd3	A	Q99640	283	1.8	78	360
5vcw	A	Q99640	285	2.25	77	361
5vcw	B	Q99640	285	2.25	77	361
5vdr	A	Q8N884	356	3.042	161	219	222	365	369	521
5vdr	B	Q8N884	352	3.042	161	212	222	521
5vdu	A	Q8N884	360	2.729	161	520
5vdu	B	Q8N884	360	2.729	161	520
5q0d	A	P03951	230	2.12	16	245
5q0h	A	P03951	230	2.5	16	245
5q0g	A	P03951	230	2.6	16	245
5q0s	A	Q96RI1	229	2.5	248	476
5q0s	C	Q96RI1	229	2.5	248	476
5pzs	A	P09467	319	2.368	9	61	70	335
5pzs	B	P09467	317	2.368	9	61	72	335
5pzs	C	P09467	318	2.368	9	61	71	335
5pzs	D	P09467	317	2.368	9	61	72	335
5t0i	G	P60900	240	8	5	244
5t0i	Q	P49721	199	8	1	199
5t0i	R	P28074	201	8	1	201
5t0i	V	O43242	480	8	18	497
5t0i	Y	Q15008	378	8	12	389
5t0i	d	P48556	257	8	1	257
5t0i	f	Q13200	692	8	3	694
5pzr	A	P09467	319	1.9	9	61	70	335
5pzr	B	P09467	317	1.9	9	61	72	335
5pzr	C	P09467	318	1.9	9	61	71	335
5pzr	D	P09467	317	1.9	9	61	72	335
5q0a	A	P09467	319	2.3	9	61	70	335
5q0a	B	P09467	317	2.3	9	61	72	335
5q0a	C	P09467	318	2.3	9	61	71	335
5q0a	D	P09467	317	2.3	9	61	72	335
5u4b	A	P02766	116	1.448	10	125
5u4b	B	P02766	115	1.448	10	124
5qqm	B	O60229	179	2.02	1232	1410
5qrk	A	O15178	171	1.63	41	211
5qrm	A	O15178	171	1.55	41	211
5qs3	A	O15178	171	1.71	41	211
5qs0	A	O15178	171	1.6	41	211
5qs4	A	O15178	171	1.65	41	211
5qqx	A	P22557	423	1.5	143	181	188	548	556	578
5qqx	B	P22557	422	1.5	143	182	188	548	558	578
5qr4	A	P22557	423	1.57	143	181	188	548	556	578
5qr4	B	P22557	422	1.57	143	182	188	548	558	578
5qs9	A	O15178	171	1.43	41	211
5qsf	A	O15178	171	1.96	41	211
5qr5	A	P22557	423	1.49	143	181	188	548	556	578
5qr5	B	P22557	422	1.49	143	182	188	548	558	578
5qsi	A	O15178	171	1.64	41	211
5qsc	A	O15178	171	1.62	41	211
5u6k	L	P54132	6	2.6	300	305
5u6k	M	P54132	6	2.6	300	305
5u6k	N	P54132	5	2.6	300	304
5u6k	O	P54132	10	2.6	300	309
5urn	B	Q04206	31	None	521	551
5ury	A	Q13467	119	2.098	7	125
5ury	B	Q13467	121	2.098	6	126
5us4	A	P01116	164	1.83	1	59	65	169
5us4	B	P01116	162	1.83	1	59	67	169
5urj	A	O75643	1707	2.75	403	571	579	1976	1980	1985	1990	2123
5qiw	A	Q96DC9	231	1.71	0	230
5qgo	A	P0C024	186	1.82	15	161	172	210
5usj	A	P01116	165	1.94	1	60	64	168
5usj	B	P01116	167	1.94	1	167
5usj	C	P01116	167	1.94	1	167
5usj	D	P01116	160	1.94	1	60	68	167
5usj	E	P01116	166	1.94	1	166
5usj	F	P01116	166	1.94	1	166
5qgr	A	P0C024	186	1.96	15	161	172	210
5qh5	A	P0C024	186	1.85	15	161	172	210
5py9	A	P23497	47	1.73	718	764
5py9	B	P23497	47	1.73	718	764
5r56	A	Q9BRQ3	291	1.51	2	160	172	303
5qis	A	Q96DC9	225	1.53	6	230
5v6s	A	P01116	169	1.7	1	169
5vwz	A	Q16611	164	1.622	23	186
5vwz	B	O43521	26	1.622	141	166
5vwz	C	Q16611	162	1.622	23	184
5vwz	D	O43521	26	1.622	141	166
5qhg	A	P0C024	185	1.92	15	161	173	210
5qiq	A	Q96DC9	225	1.44	6	230
5qgg	A	P0C024	186	1.91	15	161	172	210
5tku	A	P03951	230	2.12	16	245
5r5k	A	Q9BRQ3	291	1.6	2	160	172	303
5v58	A	P07814	476	2.59	1013	1091	1098	1309	1316	1464	1474	1489	1493	1512
5vvd	A	P29474	404	2.25	68	109	119	480
5vvd	B	P29474	402	2.25	67	106	119	480
5vvd	C	P29474	401	2.25	68	106	119	480
5vvd	D	P29474	402	2.25	67	106	119	480
5qiy	A	Q96DC9	231	1.58	0	230
6c1i	A	P37231	263	2.26	207	266	274	476
6c1i	B	P37231	258	2.26	207	266	274	460	466	476
5wqa	A	Q08499	334	2.3	79	412
5wqa	B	Q08499	334	2.3	79	412
5wrv	A	Q9UHB9	23	1.7	588	610
5wrr	A	Q96MK3	431	2.506	89	144	150	216	218	525
5wrr	B	Q96MK3	438	2.506	89	526
5ws1	A	P09874	349	1.9	662	723	725	1011
5ws1	B	P09874	349	1.9	662	723	725	1011
6att	A	P04626	567	3.77	1	101	110	575
6auz	A	P29475	413	2	302	343	352	722
6auz	B	P29475	408	2	304	343	354	721
6avi	A	P37231	258	2.29	207	262	275	476
6avi	B	P37231	259	2.29	207	267	275	461	466	476
6av2	A	P29475	413	2.1	302	343	352	722
6av2	B	P29475	409	2.1	304	344	354	721
5z91	A	Q8N4E7	171	3.004	6	176
5wwu	A	P04439	274	2.794	1	274
5wwu	B	P61769	99	2.794	21	119
5wxg	A	Q5VWG9	63	1.703	855	917
5wyn	A	O43464	292	2.05	8	146	158	210	226	325
5zbg	A	Q13507	670	4.36	15	122	133	278	291	394	423	490	517	692	761	828
5zbg	B	Q13507	670	4.36	15	122	133	278	291	394	423	490	517	692	761	828
5zbg	C	Q13507	670	4.36	15	122	133	278	291	394	423	490	517	692	761	828
5zbg	D	Q13507	670	4.36	15	122	133	278	291	394	423	490	517	692	761	828
5wzo	A	Q9NZK7	123	1.9	1	123
5wde	A	Q9BVG8	320	1.85	445	683	687	767
5wev	A	O60674	295	1.854	833	857	861	1130
5wfj	A	P52333	265	2.48	817	829	834	858	862	893	898	983	986	1038	1044	1099
5x4n	A	P41182	125	1.94	5	129
5x4q	A	P41182	125	2	5	129
6avo	A	P28065	199	3.8	1	199
6avo	B	P40306	219	3.8	1	219
6avo	C	P28062	201	3.8	1	201
6avo	D	P28062	201	3.8	1	201
6avo	E	P40306	219	3.8	1	219
6avo	F	P28065	199	3.8	1	199
6avo	K	P60900	240	3.8	2	186	191	245
6avo	R	P60900	240	3.8	2	186	191	245
6avo	T	P49721	196	3.8	1	196
6avo	V	P49721	196	3.8	1	196
5wfp	N	Q07889	468	2.08	566	590	597	743	751	1046
5wfp	Q	P01112	166	2.08	1	166
5wfp	R	P01112	166	2.08	1	166
5x4y	A	P04818	278	2.2	27	106	114	311
5x6t	A	Q96C24	53	None	1	53
5x7b	A	Q06124	206	2.45	3	153	166	220
5x66	A	P04818	288	1.99	26	313
5x66	B	P04818	288	1.99	26	313
5x66	C	P04818	288	1.99	26	313
5x66	D	P04818	288	1.99	26	313
5x66	E	P04818	287	1.99	26	312
5x66	F	P04818	288	1.99	26	313
5wer	B	P61769	98	3.412	1	98
5wer	C	Q9BX59	317	3.412	9	24	35	50	59	86	98	107	117	236	241	292	295	318	323	352	358	378
5wer	E	P61769	98	3.412	1	98
5wer	F	Q9BX59	315	3.412	13	26	34	48	55	81	98	107	117	144	149	236	241	290	294	319	322	378
5wer	H	P61769	98	3.412	1	98
5wer	I	Q9BX59	301	3.412	11	20	35	50	60	81	97	111	117	143	147	235	241	290	294	316	329	377
5wer	K	P61769	98	3.412	1	98
5wer	L	Q9BX59	312	3.412	13	23	36	49	60	86	98	107	117	235	241	290	294	319	322	352	355	378
5xln	B	P26639	26	1.9	49	74
5xm2	A	Q9Y5B9	432	2.187	1	432
5xm2	B	Q9Y5B9	432	2.187	1	432
5xn3	B	P35228	6	1.34	3	8
5y8w	A	O60885	122	1.76	44	165
5y94	A	O60885	124	2	44	167
5y3r	C	P78527	3636	6.6	10	497	525	682	700	809	846	1180	1213	1308	1323	1526	1548	1609	1630	1658	1671	1763	1798	1822	1856	2576	2774	3199	3227	3359	3373	4128
5zid	A	P27487	727	3	40	766
5zid	B	P27487	727	3	40	766
5ypa	A	Q13501	46	2.502	2	47
5ypa	B	Q13501	46	2.502	2	47
5yqo	A	Q8IXJ6	283	1.483	56	101	113	297	305	356
5ysy	A	P11473	306	2	118	216	217	423
5yrn	A	O43353	83	4.1	434	516
5yrn	B	O43353	83	4.1	434	516
5yrn	C	O43353	83	4.1	434	516
5yrn	D	O43353	83	4.1	434	516
5yrn	E	O43353	83	4.1	434	516
5yrn	F	O43353	83	4.1	434	516
5yrn	G	O43353	83	4.1	434	516
5yrn	H	O43353	83	4.1	434	516
5yrn	I	O43353	83	4.1	434	516
5yrn	J	O43353	83	4.1	434	516
5yrn	K	O43353	83	4.1	434	516
5yrn	L	O43353	83	4.1	434	516
5xnl	A	P06585	334	2.7	11	344
5xnl	C	P06004	450	2.7	24	473
5xnl	D	P06006	341	2.7	13	353
5xnl	a	P06585	334	2.7	11	344
5xnl	c	P06004	450	2.7	24	473
5xnl	d	P06006	341	2.7	13	353
6bq0	A	Q99685	280	2	18	297
6bq0	B	Q99685	283	2	6	151	160	296
5yy4	B	P51681	8	1.59	2	9
5yto	A	P00441	154	1.9	0	153
5yto	B	P00441	154	1.9	0	153
5yto	C	P00441	154	1.9	0	153
5yto	D	P00441	154	1.9	0	153
5yto	E	P00441	154	1.9	0	153
5yto	F	P00441	154	1.9	0	153
5yto	G	P00441	153	1.9	1	153
5yto	H	P00441	154	1.9	0	153
5yto	I	P00441	153	1.9	1	153
5yto	J	P00441	125	1.9	1	66	79	125	142	153
6boj	A	Q07343	1	1.7	593	593
6boj	A	Q08499	326	1.7	254	459	463	577	595	599
6boj	B	Q07343	1	1.7	593	593
6boj	B	Q08499	326	1.7	254	459	463	577	595	599
6boj	C	Q07343	1	1.7	593	593
6boj	C	Q08499	329	1.7	254	577	595	599
6boj	D	Q07343	1	1.7	593	593
6boj	D	Q08499	326	1.7	254	459	463	577	595	599
5yz5	A	Q16555	492	1.8	14	505
5z1r	A	O60885	123	1.62	44	166
6bt1	A	Q9UK39	296	1.48	122	133	141	424
6bvi	A	P01112	166	1.746	1	166
6bvi	B	Q07889	468	1.746	566	590	597	743	751	1046
6bvi	C	P01112	166	1.746	1	166
6bq1	C	Q9BYI3	264	3.6	7	17	24	29	34	92	95	148	154	287
6bq1	G	Q9BYI3	264	3.6	7	17	24	29	34	92	95	148	154	287
5zyk	A	Q9Y5P4	231	1.55	364	534	539	598
5zz2	A	O76074	299	2.6	535	666	677	790	808	860
6b98	A	O00408	335	1.97	582	916
6b98	B	O00408	337	1.97	581	917
6agw	A	Q14790	179	2.093	2	180
6agf	B	Q07699	173	3.2	20	192
5yj3	C	P10074	70	2.845	549	618
5yj3	D	P10074	66	2.845	549	614
6a77	A	Q9Y6N7	89	2	9	97
6a94	A	P28223	283	2.9	70	265	313	399
6a94	B	P28223	276	2.9	72	180	188	265	313	401
6b00	A	P00918	258	0.9	4	261
5w8h	A	P00338	331	1.8	1	331
5w8h	B	P00338	331	1.8	1	331
5w8h	C	P00338	329	1.8	1	14	17	331
5w8h	D	P00338	329	1.8	1	14	17	331
6azw	A	P14902	374	2.78	11	362	380	401
6azw	B	P14902	372	2.78	11	361	381	401
6b0v	A	P01116	167	1.29	1	167
6b0v	B	P01116	167	1.29	1	167
6b25	A	Q99469	115	2.39	4	118
5zm6	A	Q9BXW6	392	2.7	533	791	818	950
5zm6	B	Q9BXW6	372	2.7	531	542	549	557	565	746	751	791	823	950
5zn2	A	P68400	324	1.2	3	71	75	329
5zn1	A	P68400	327	1.05	3	329
6b0z	A	O75874	399	2.334	3	134	141	271	277	412
6b0z	B	O75874	409	2.334	3	134	137	413
6b0z	C	O75874	410	2.334	3	134	137	414
6b0z	D	O75874	399	2.334	3	134	140	271	277	411
5zoj	A	Q15796	187	2.794	270	456
5zoj	B	Q15796	185	2.794	272	456
5zoj	C	Q15796	186	2.794	271	456
5zqf	A	Q02880	708	3.873	452	596	603	615	625	702	707	1111	1135	1201
5yzg	3	Q13427	171	4.1	6	62	64	177
5yzg	A	Q6P2Q9	2253	4.1	25	284	292	2015	2067	2335
5yzg	D	O75643	1908	4.1	107	179	250	352	356	365	404	2125
5yzg	J	Q9BZJ0	571	4.1	179	446	450	467	475	513	520	535	537	555	559	569	573	587	589	590	592	605	607	624	630	644	648	660	665	679	683	697	699	711	713	713	715	716	718	734	739	756	760	778	780	802
5yzg	L	Q99459	419	4.1	6	108	130	235	502	535	540	552	556	571	581	589	593	608	614	629	690	795
5yzg	M	O95926	91	4.1	114	204
5yzg	Q	O60306	1322	4.1	19	497	500	608	614	743	746	753	773	881	884	953	959	977	981	1336	1340	1381
5yzg	S	Q9Y3C6	159	4.1	8	166
5yzg	U	Q9UQ35	26	4.1	1	26
5yzg	W	O60508	440	4.1	83	217	274	578
6bgx	A	P29375	308	1.882	12	83	347	347	348	460	467	588
